1 -2000.000000 -0.000000 -7000.000000
200 0.008000
   0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00
   0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00
   0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00
   0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00
   0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00
   0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00
   0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00
   0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00
   0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00
   0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00
   4.846247e-37    2.622601e-37    1.248362e-32    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    3.634685e-31    1.966951e-31
  -1.970156e-31   -5.129952e-32   -3.650167e-29    7.734145e-25    7.734145e-25    2.309313e-24    2.190680e-33   -1.796585e-25   -4.708439e-26
   2.816189e-28    7.254464e-29    1.384115e-26   -1.000871e-21   -1.001351e-21   -2.985912e-21   -1.075912e-28    5.830988e-22    1.508316e-22
  -8.023297e-26   -2.015217e-26   -1.670279e-24    2.594728e-19    2.600923e-19    7.714438e-19    1.210992e-24   -2.434369e-19   -6.182520e-20
   8.514826e-24    2.021696e-24    8.901278e-23   -2.473497e-17   -2.489484e-17   -7.299470e-17   -8.591087e-22    3.261620e-17    7.923895e-18
  -4.438707e-22   -9.484583e-23   -2.459803e-21    1.121199e-15    1.136434e-15    3.264782e-15    1.638627e-19   -1.987099e-15   -4.420174e-16
   1.331167e-20    2.375462e-21    3.846606e-20   -2.766727e-14   -2.836390e-14   -7.875610e-14   -1.316930e-17    6.626573e-14    1.260149e-14
  -2.557549e-19   -3.405980e-20   -3.604288e-19    4.032537e-13    4.208130e-13    1.104458e-12    5.552944e-16   -1.362997e-12   -1.991245e-13
   3.432808e-18    2.899705e-19    2.201838e-18   -3.717709e-12   -3.981560e-12   -9.532041e-12   -1.400047e-14    1.895929e-11    1.805105e-12
  -3.482674e-17   -1.537338e-18   -1.088004e-17    2.420877e-11    2.667102e-11    5.606881e-11    2.310049e-13   -1.938986e-10   -9.584507e-12
   2.862493e-16    6.218904e-18    5.469935e-17   -1.350003e-10   -1.494551e-10   -2.830212e-10   -2.680684e-12    1.576119e-09    3.475360e-11
  -2.000040e-15   -2.840493e-17   -2.416000e-16    7.211097e-10    7.742054e-10    1.437684e-09    2.334538e-11   -1.079757e-08   -1.472208e-10
   1.214803e-14    1.281709e-16    8.543360e-16   -3.345232e-09   -3.473848e-09   -6.206050e-09   -1.619207e-10    6.409987e-08    7.030217e-10
  -6.465851e-14   -4.182252e-16   -3.389131e-15    1.358185e-08    1.392538e-08    2.266563e-08    9.380293e-10   -3.322685e-07   -2.151383e-09
   3.029750e-13    1.329762e-15    1.280750e-14   -5.603876e-08   -5.773342e-08   -9.323525e-08   -4.679846e-09    1.509607e-06    5.827399e-09
  -1.253492e-12   -4.653345e-15   -2.750646e-14    2.038498e-07    2.112165e-07    3.348399e-07    2.047126e-08   -6.026276e-06   -2.286392e-08
   4.591452e-12    9.254365e-15    5.745452e-14   -5.470995e-07   -5.659656e-07   -7.389176e-07   -7.936274e-08    2.116228e-05    4.145602e-08
  -1.495667e-11   -1.455005e-14   -2.203838e-13    1.447305e-06    1.468793e-06    1.851594e-06    2.733172e-07   -6.564221e-05   -1.772327e-08
   4.338994e-11    6.452161e-14    2.028251e-13   -4.062648e-06   -4.072262e-06   -6.117886e-06   -8.333493e-07    1.801250e-04    3.109024e-07
  -1.113808e-10   -5.157940e-14    1.175363e-13    6.467504e-06    6.576504e-06    5.855750e-06    2.246456e-06   -4.323233e-04   -2.481913e-07
   2.500434e-10   -1.417945e-13    2.320994e-12   -9.758250e-06   -1.010292e-05   -6.079640e-06   -5.332816e-06    8.890830e-04   -1.859468e-06
  -4.800202e-10   -6.464358e-13    3.860190e-12    2.904538e-05    2.897046e-05    5.920547e-05    1.093595e-05   -1.508281e-03   -4.721079e-06
   7.428437e-10   -9.344290e-13   -1.130989e-11    2.823296e-05    2.984872e-05    1.088619e-04   -1.864727e-05    1.855342e-03   -3.259258e-06
  -7.741056e-10    3.840959e-12   -4.780201e-11   -7.440585e-05   -7.682531e-05   -1.544301e-04    2.388877e-05   -7.382767e-04    3.669437e-05
  -4.632290e-11    1.408803e-11   -1.123836e-10   -2.322966e-04   -2.355107e-04   -9.444656e-04   -1.253265e-05   -3.861626e-03    1.232539e-04
   2.774114e-09    2.848805e-11    3.620619e-11   -1.091983e-03   -1.081354e-03   -3.013458e-03   -4.041214e-05    1.460736e-02    1.771404e-04
  -8.220634e-09   -1.342692e-11    7.842830e-10    9.221805e-05    1.243441e-04   -8.806425e-04    1.613079e-04   -3.085961e-02   -2.582264e-04
